pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,pl_insol,st_teff,st_rad,st_mass,st_met,pl_dens
Kepler-379 b,1.66,3.39,775.0,0.152,90.346,6054.0,1.306,1.125,0.09,4.07
Kepler-198 b,2.82,8.35,655.0,0.131,44.549,5574.0,0.94,0.995,0.1142,2.05
Kepler-372 d,1.69,3.5,660.0,0.201,53.471,6509.0,1.137,1.202,-0.13,3.98
Kepler-146 b,3.71,13.3,639.0,0.2,32.89,5948.0,1.208,1.079,-0.0261,1.43
Kepler-250 b,1.13,1.51,938.0,0.048,148.103,5160.0,0.805,0.806,0.01,5.75
Kepler-390 c,0.79,0.418,630.0,0.101,41.351,5166.0,0.776,0.787,-0.0443,4.66
Kepler-373 c,1.24,2.07,729.0,0.126,103.756,5787.0,0.845,0.981,0.14,5.97
Kepler-326 b,1.52,44.6,1127.0,0.032,783.449,5105.0,0.801,0.91,0.2385,69.8
Kepler-325 c,2.54,6.99,721.0,0.105,53.044,5752.0,1.003,0.914,0.02,2.34
Kepler-46 d,1.64,3.33,845.0,0.067,92.346,5309.0,0.79,0.883,0.17,4.15
Kepler-142 c,2.86,8.55,1201.0,0.057,399.444,5790.0,1.269,0.978,0.05,2.01
Kepler-374 d,1.31,2.27,1272.0,0.056,548.099,5977.0,0.911,1.033,0.1111,5.55
Kepler-375 b,1.45,2.7,851.0,0.101,64.444,5826.0,0.837,0.891,-0.04,4.87
Kepler-256 b,1.59,3.15,1681.0,0.027,1225.934,5551.0,1.301,1.037,0.26,4.31
Kepler-327 d,1.73,3.64,387.0,0.09,7.59,3799.0,0.492,0.591913,-0.2,3.86
Kepler-403 c,1.75,3.71,604.0,0.297,45.154,6090.0,1.329,1.299,0.079,3.8
Kepler-209 c,3.1,9.8,486.0,0.231,13.637,5513.0,0.935,0.971,0.11,1.81
Kepler-246 c,1.5,2.86,667.0,0.095,43.208,5206.0,0.831,0.853,0.2,4.66
Kepler-250 d,2.18,5.39,579.0,0.127,21.463,5160.0,0.805,0.806,0.01,2.86
Kepler-376 b,1.07,1.24,1242.0,0.057,689.912,5900.0,1.175,0.968,-0.1038,5.56
Kepler-380 c,1.27,2.15,1056.0,0.078,333.565,6045.0,1.224,0.99,-0.16,5.77
Kepler-130 d,1.64,3.33,451.0,0.377,9.834,5884.0,1.127,0.927,-0.199,4.15
Kepler-252 b,1.23,2.04,587.0,0.058,39.264,4208.0,0.549,0.61,-0.13,6.02
Kepler-255 b,1.55,3.02,971.0,0.063,174.395,5573.0,0.933,0.867,0.3386,4.46
Kepler-381 b,0.99,0.937,1576.0,0.066,716.085,6152.0,1.568,1.144,-0.2016,5.31
Kepler-383 c,1.24,2.07,406.0,0.172,6.44,4710.0,0.672,0.669,-0.1785,5.97
Kepler-331 d,1.64,3.33,346.0,0.159,6.065,4347.0,0.492,0.653,0.1179,4.15
Kepler-333 c,1.11,1.41,386.0,0.135,7.049,4259.0,0.534,0.601,0.0465,5.67
HATS-33 b,13.78707,378.85336,1429.0,0.03727,757.1284,5659.0,1.022,1.062,0.29,0.79
K2-55 b,4.43,44.0,900.0,0.03486,141.3,4300.0,0.715,0.688,0.376,2.8
K2-60 b,7.655747,135.39558,1400.0,0.045,1212.0,5500.0,1.12,0.97,0.01,1.7
Kepler-405 c,4.66,19.6,557.0,0.188,14.086,5818.0,0.893,0.873,-0.06,1.06
Kepler-256 d,2.48,6.71,1097.0,0.064,221.1,5551.0,1.301,1.037,0.26,2.42
Kepler-258 c,3.61,12.7,470.0,0.193,7.985,4942.0,0.915,0.82,0.3031,1.48
Kepler-387 c,0.89,0.64,826.0,0.098,144.963,5774.0,1.046,0.85,-0.3,4.99
Kepler-334 d,1.41,2.57,656.0,0.168,39.475,5828.0,1.068,1.022,-0.012,5.04
Kepler-336 b,1.02,1.04,1625.0,0.033,1652.5,5867.0,1.304,1.09,0.337,5.39
Kepler-149 c,1.61,3.22,436.0,0.281,10.084,5381.0,0.953,1.013,0.3805,4.24
Kepler-393 c,1.33,2.33,901.0,0.124,231.213,6189.0,1.382,1.256,0.0322,5.44
Kepler-292 c,1.47,2.76,1001.0,0.045,242.416,5299.0,0.826,0.865,0.04,4.77
Kepler-337 b,1.54,2.99,1458.0,0.045,1589.012,5684.0,1.761,1.081,0.07,4.5
Kepler-338 c,2.34,6.08,831.0,0.172,119.648,5923.0,1.735,1.105,-0.029,2.61
K2-405 b,4.569,18.9,969.0,,146.577,4927.0,0.765,1.034,0.132,1.09
Kepler-169 f,2.58,7.18,321.0,0.359,2.439,4997.0,0.763,0.825,0.17,2.3
Kepler-265 b,1.86,4.12,1022.0,0.069,220.328,5835.0,1.103,0.97,-0.11,3.52
Kepler-269 c,1.69,3.5,875.0,0.081,342.6,5847.0,0.959,0.92,0.4,3.98
Kepler-395 b,1.03,1.08,576.0,0.061,17.8,4262.0,0.556,0.622827,-0.02,5.43
Kepler-298 d,2.5,6.8,277.0,0.305,1.715,4465.0,0.582,0.66,-0.21,2.39
Kepler-339 c,1.15,7.3,914.0,0.069,101.841,5631.0,0.802,0.87,0.033,26.4
Kepler-339 d,1.17,14.7,796.0,0.091,58.651,5631.0,0.802,0.87,0.033,50.4
Kepler-171 d,1.89,4.23,497.0,0.223,15.103,5642.0,0.839,0.978,0.17,3.44
Kepler-174 d,2.19,5.43,212.0,0.677,0.53,4880.0,0.622,0.602,-0.56,2.84
Kepler-272 d,2.25,5.69,777.0,0.091,141.135,5297.0,0.929,0.91,0.04,2.74
Kepler-206 d,1.19,1.81,681.0,0.163,44.17,5764.0,1.185,0.957,0.0213,5.9
Kepler-122 c,5.87,29.0,897.0,0.108,160.499,6050.0,1.216,0.982,-0.08,0.788
Kepler-251 c,2.77,8.1,655.0,0.122,38.953,5526.0,0.89,0.891,-0.06,2.09
Kepler-234 c,3.51,12.1,1025.0,0.077,273.304,6224.0,1.113,1.129,0.22,1.54
KOI-1257 b,10.54,460.83,511.0,0.382,7.28,5520.0,1.13,0.99,0.27,2.1
OGLE-2008-BLG-355L b,12.9,1500.0,,1.7,,,,0.37,,3.84
Kepler-200 b,2.13,5.18,854.0,0.08,159.069,5678.0,0.944,0.972,-0.006,2.95
Kepler-188 c,3.19,10.3,1025.0,0.066,257.348,6021.0,1.141,1.021,0.15,1.74
Kepler-252 c,2.15,5.27,499.0,0.08,20.507,4208.0,0.549,0.61,-0.13,2.91
KELT-12 b,19.95202,301.9385,1800.0,0.06708,1749.0,6279.0,2.37,1.591,0.19,0.209
Kepler-421 b,4.16,16.1,185.0,1.219,0.2,5308.0,0.757,0.794,-0.25,1.23
Kepler-343 c,2.02,4.74,746.0,0.167,57.932,5807.0,1.433,1.055,0.1445,3.16
Kepler-190 b,1.56,3.05,1166.0,0.03,417.238,5106.0,0.795,0.834,0.06,4.41
Kepler-253 c,2.65,7.51,680.0,0.089,51.273,5208.0,0.786,0.86,0.15,2.22
Kepler-170 c,2.86,8.55,702.0,0.131,50.682,5679.0,1.035,1.066,0.39,2.01
Kepler-205 c,1.64,3.33,389.0,0.122,7.14,4321.0,0.546,0.592,-0.1254,4.15
KELT-7 b,17.9344,441.7837,2048.0,0.04415,1775.39,6768.0,1.81,1.76,0.0,0.442
WASP-127 b,14.694999,52.346601,1400.0,0.0484,703.971,5620.0,1.333,0.95,-0.193,0.097
TOI-216.02,8.0,18.75187601,628.0,0.1293,25.9,5026.0,0.748,0.77,0.32,0.34
